,precision,recall,f1-score,support
Θ╗äΘú₧τ║óΘ║╗Φ╛úσ░ÅΘ▒╝σ╣▓Φè▒τöƒ,0.0,0.0,0.0,7.0
Θ╗äΘú₧τ║óΘ║╗Φ╛úσ░ÅΦÖ╛Φè▒τöƒ,0.0,0.0,0.0,6.0
Θ╗äΘú₧τ║óσÄƒσæ│Φè▒τöƒ,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êµäƒµü⌐Σ╕¡µö»∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êΘ¢¬Σ╣ïµÖ»2σÅ╖∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êΘ¢¬Σ╣ïµÖ»3σÅ╖∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êΘ¢¬Σ╣ïµóª9σÅ╖∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êΘô╢τ┤½∩╝ë,0.0,0.0,0.0,27.0
Θ╗äΘ╣ñµÑ╝∩╝êΦ╜»1916∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êΦ╜»Σ╕ëσÅúσôü∩╝ë,0.0,0.0,0.0,5.0
Θ╗äΘ╣ñµÑ╝∩╝êΦ╜»Φô¥∩╝ë,0.0,0.0,0.0,29.0
Θ╗äΘ╣ñµÑ╝∩╝êΦ╜»τÅìσôü∩╝ë,0.0,0.0,0.0,2.0
Θ╗äΘ╣ñµÑ╝∩╝êσà¼τê╡∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êσñ⌐Σ╕ïσÉìµÑ╝∩╝ë,0.0,0.0,0.0,29.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼1916∩╝ë,0.0,0.0,0.0,2.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼8σ║ª∩╝ë,0.0,0.0,0.0,9.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼Θ¢¬Σ╣ïµÖ»∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼Θ¢àΘªÖ∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼ΘçæτáéΘ╛Öτâƒ∩╝ë,0.0,0.0,0.0,3.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼Θçæτáé∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σÑçµÖ»∩╝ë,0.0,0.0,0.0,2.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σñºσ╜⌐∩╝ë,0.0,0.0,0.0,6.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σñ⌐Θ¬äσ£úσ£░τ╗åµö»∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σñ⌐Θ¬äσ£úσ£░∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σñ⌐Σ╕ïΦâ£µÖ»∩╝ë,0.0,0.0,0.0,18.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σÿëτªºτ╝ÿ∩╝ë,0.0,0.0,0.0,1.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σ│íΦ░╖µâàτ╗åµö»∩╝ë,0.0,0.0,0.0,2.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σ│íΦ░╖µƒöµâà∩╝ë,0.0,0.0,0.0,3.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼σ╣│σ«ë∩╝ë,0.0,0.0,0.0,4.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼τÅìσôü∩╝ë,0.0,0.0,0.0,3.0
Θ╗äΘ╣ñµÑ╝∩╝êτí¼τ║ó∩╝ë,0.0,0.0,0.0,8.0
Θ╗äσ▒▒µ¥╛∩╝êΘåëτ┐üΣ║¡∩╝ë,0.0,0.0,0.0,1.0
Θ╗äσ▒▒µ¥╛∩╝êσ¢₧σæ│Φ┐Äσ«óµ¥╛∩╝ë,0.0,0.0,0.0,2.0
Θ╗äσ▒▒∩╝êµ£Çτ╛ÄΘ½ÿΘôü∩╝ë,0.0,0.0,0.0,2.0
Θ╗äσ▒▒∩╝êµû░Σ╕Çσôü∩╝ë,0.0,0.0,0.0,4.0
Θ╗äσ▒▒∩╝êµû░τëêτí¼Φ«░σ┐å∩╝ë,0.0,0.0,0.0,7.0
Θ╗äσ▒▒∩╝êΣ╕¡σ¢╜τö╗τ╗åµö»∩╝ë,0.0,0.0,0.0,1.0
Θ╗äσ▒▒∩╝êΦ«░σ┐å∩╝ë,0.0,0.0,0.0,5.0
Θ╗äσ▒▒∩╝êΦ╜»σñºσú╣σôü∩╝ë,0.0,0.0,0.0,1.0
Θ╗äσ▒▒∩╝êΦ╜»σû£σ║åτ║óµû╣σì░∩╝ë,0.0,0.0,0.0,1.0
Θ╗äσ▒▒∩╝êσì░Φ▒íΣ╕Çσôü∩╝ë,0.0,0.0,0.0,7.0
Θ╗äσ▒▒∩╝êσñºΘ╗äσ▒▒∩╝ë,0.0,0.0,0.0,1.0
Θ╗äσ▒▒∩╝êσñºτ║óµû╣σì░∩╝ë,0.0,0.0,0.0,5.0
Θ╗äσ▒▒∩╝êσ╛╜σòåµû░µªéσ┐╡τ╗åµö»∩╝ë,0.0,0.0,0.0,2.0
Θ╗äσ▒▒∩╝êσ╛╜σòåµû░Φºåτòîτ╗åµö»∩╝ë,0.0,0.0,0.0,1.0
Θ╗äσ▒▒∩╝êτí¼Σ╕Çσôü∩╝ë,0.0,0.0,0.0,4.0
Θ╗äσ▒▒∩╝êτí¼Φ«░σ┐å∩╝ë,0.0,0.0,0.0,1.0
Θ╗äσ▒▒∩╝êτ║óµû╣σì░1755τƒ¡µö»∩╝ë,0.0,0.0,0.0,2.0
Θ╗äσ▒▒∩╝êτ║óµû╣σì░τ╗åµö»∩╝ë,0.0,0.0,0.0,27.0
Θ╗æµ¥╛µ▓╣σêçΘ║ªΦî╢,0.0,0.0,0.0,2.0
Θ╗æσìíσà¡σ░Åµù╢,0.0,0.0,0.0,4.0
Θ╛Öµ▒ƒσ«╢σ¢¡,0.0,0.0,0.0,3.0
Θ╛ÖσçñσæêτÑÑ∩╝êΘüçΦºü∩╝ë,0.0,0.0,0.0,1.0
Θ╛ÖσçñσæêτÑÑ∩╝êΦè▒σ╝Çσ»îΦ┤╡∩╝ë,0.0,0.0,0.0,1.0
Θ╛ÖσçñσæêτÑÑ∩╝êΦ╜»Θ¡àσè¢µ£¥σñ⌐Θù¿∩╝ë,0.0,0.0,0.0,1.0
Θ╛ÖσçñσæêτÑÑ∩╝êτí¼τÅìσôü∩╝ë,0.0,0.0,0.0,1.0
Θ╛Öτâƒ∩╝êσæêτÑÑ∩╝ë,0.0,0.0,0.0,2.0
Θ▒╝σëüµñÆ,0.0,0.0,0.0,2.0
Θ▓£Σ╣ïµâáΘ╕íτ▓╛Φóï,0.0,0.0,0.0,8.0
Θ▓üΦè▒9σ║ªτ│»τ▒│τÖ╜Θåï,0.0,0.0,0.0,28.0
Θ▓üΦè▒µûÖΘàÆ,0.0,0.0,0.0,64.0
Θ▓üΦè▒Θ╗æτ│»τ▒│Θåï,0.0,0.0,0.0,54.0
Θ▓üΦè▒Φç¬τä╢Θ▓£Θà▒ΘªÖΘà▒µ▓╣,0.0,0.0,0.0,186.0
Θ▓üΦè▒Φç¬τä╢Θ▓£τéÆΦÅ£ΘªÖΘà▒µ▓╣,0.0,0.0,0.0,39.0
Θ▓üΦè▒Φç¬τä╢Θ▓£τ║óτâºΘà▒µ▓╣,0.0,0.0,0.0,52.0
Θ▓üΦè▒Φÿ╕ΘúƒΘ▓£,0.0,0.0,0.0,12.0
Θ▓üΦè▒σçëµïîΘªÖΘåï,0.0,0.0,0.0,30.0
Θ▓üΦè▒τöƒΘ▓£ΦÜ¥µ▓╣,0.0,0.0,0.0,2.0
Θ▓üΦè▒τöƒΘ▓£ΦÜ¥µ▓╣518G,0.0,0.0,0.0,39.0
Θ▓üΦè▒τ│»τ▒│ΘªÖΘåï,0.0,0.0,0.0,2.0
Θ▓üΦè▒τ│»τ▒│τÖ╜Θåï,0.0,0.0,0.0,52.0
Σ┐¥µïëτ║│σ░ÅΘ║ªσòñΘàÆ,0.0,0.0,0.0,2.0
Σ┐¥σ«üΘåï,0.0,0.0,0.0,2.0
Σ║¿µ░Åτò¬Φîäµ▓ÖσÅ╕,0.0,0.0,0.0,22.0
Σ║æτâƒ∩╝ê9+1σñºΘçìΣ╣¥∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êΘ╗æΘçæσêÜσì░Φ▒í∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êΣ╕¡µö»ΘçæΦà░σ╕ª∩╝ë,0.0,0.0,0.0,3.0
Σ║æτâƒ∩╝êΣ╕¡µö»σñºΘçìΣ╣¥∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êΣ╕¡µö»σñ⌐τ£╝∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êΦïüΦôëσÆîµéª∩╝ë,0.0,0.0,0.0,6.0
Σ║æτâƒ∩╝êΦ╜»ΦïüΦôë∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êΦ╜»σªéµäÅ∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êΦ╜»σñºΘçìΣ╣¥∩╝ë,0.0,0.0,0.0,2.0
Σ║æτâƒ∩╝êΦ╜»τÅìσôü∩╝ë,0.0,0.0,0.0,5.0
Σ║æτâƒ∩╝êΦ╜»τñ╝σì░Φ▒í∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êΦ╜»τ┤½∩╝ë,0.0,0.0,0.0,2.0
Σ║æτâƒ∩╝êσì░Φ▒íτâƒσ║ä∩╝ë,0.0,0.0,0.0,3.0
Σ║æτâƒ∩╝êσì░Φ▒í∩╝ë,0.0,0.0,0.0,2.0
Σ║æτâƒ∩╝êσ░Åτåèτî½σ«╢σ¢¡∩╝ë,0.0,0.0,0.0,14.0
Σ║æτâƒ∩╝êτÑ₧τºÿΦè▒σ¢¡∩╝ë,0.0,0.0,0.0,6.0
Σ║æτâƒ∩╝êτÖ╛σæ│Σ║║τöƒ∩╝ë,0.0,0.0,0.0,2.0
Σ║æτâƒ∩╝êτí¼Σ║æΘ╛Ö∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êτ┤½∩╝ë,0.0,0.0,0.0,31.0
Σ║æτâƒ∩╝êτ╗åµö»Σ║æΘ╛Ö∩╝ë,0.0,0.0,0.0,17.0
Σ║æτâƒ∩╝êτ╗åµö»σñºΘçìΣ╣¥∩╝ë,0.0,0.0,0.0,1.0
Σ║æτâƒ∩╝êτ╗åµö»τÅìσôü∩╝ë,0.0,0.0,0.0,2.0
Σ║îΘöàσñ┤ΘàÆ,0.0,0.0,0.0,1.0
Σ║öσæ│σ▒àΦæ▒σº£µûÖΘàÆ1.75L,0.0,0.0,0.0,1.0
Σ║öσæ│σ▒àΦæ▒σº£µûÖΘàÆ500ml,0.0,0.0,0.0,2.0
Σ║öσæ│σ▒àσº£µ▒üµûÖΘàÆ500ml,0.0,0.0,0.0,2.0
Σ║öσæ│σ▒àτë╣σê╢µûÖΘàÆ500ml,0.0,0.0,0.0,2.0
Σ║öτ▓«µ╢▓52σ║ª100σ╣┤Σ╝áσÑçΣ╜│Θà┐500ml,0.0,0.0,0.0,1.0
Σ║öτ▓«Θåç,0.0,0.0,0.0,4.0
Σ║║µ░æσñºΣ╝Üσáé∩╝êτí¼τ║óτ╗åµö»∩╝ë,0.0,0.0,0.0,1.0
Σ║║µ░æσñºΣ╝Üσáé∩╝êτí¼τ║ó∩╝ë,0.0,0.0,0.0,2.0
Σ╕¡µ▓âσèƒΦâ╜ΘÑ«µûÖτô╢Φúà,0.0,0.0,0.0,3.0
Σ╕¡σÅ»Θÿ┐σ░öσ▒▒τƒ┐µ│ëµ░┤500ml,0.0,0.0,0.0,2.0
Σ╕¡σìÄ∩╝êΘçæΣ╕¡µö»∩╝ë,0.0,0.0,0.0,3.0
Σ╕¡σìÄ∩╝êΘçæτƒ¡µö»∩╝ë,0.0,0.0,0.0,2.0
Σ╕¡σìÄ∩╝êΦ╜»∩╝ë,0.0,0.0,0.0,56.0
Σ╕¡σìÄ∩╝êσÅîΣ╕¡µö»∩╝ë,0.0,0.0,0.0,1.0
Σ╕¡σìÄ∩╝êσà¿σ╝Çσ╝Å∩╝ë,0.0,0.0,0.0,3.0
Σ╕¡σìÄ∩╝êτí¼∩╝ë,0.0,0.0,0.0,58.0
Σ╕¡σìùµ╡╖∩╝ê5mgτ╗åµö»∩╝ë,0.0,0.0,0.0,2.0
Σ╕¡σìùµ╡╖∩╝ê5mg∩╝ë,0.0,0.0,0.0,21.0
Σ╕¡σìùµ╡╖∩╝êΘçæΦúà8mg∩╝ë,0.0,0.0,0.0,1.0
Σ╕¡σìùµ╡╖∩╝êσà╕8∩╝ë,0.0,0.0,0.0,2.0
Σ╕¡τ▓«µéªµ┤╗Φ££µíâUµá╝Σ╣│Θà╕ΦÅîµ₧£µ▒ü,0.0,0.0,0.0,2.0
Σ╕¡τ▓«µéªµ┤╗ΦèÆµ₧£Uµá╝Σ╣│Θà╕ΦÅîµ₧£µ▒ü,0.0,0.0,0.0,2.0
Σ╕£µ╣ûΘà┐ΘÇáτ▒│Θåï,0.0,0.0,0.0,2.0
Σ╕£µ╣ûτÖ╜Θåï,0.0,0.0,0.0,2.0
Σ╕£µ╣ûτ▓╛Θà┐ΦÇüΘÖêΘåï,0.0,0.0,0.0,1.0
Σ╕£ΘúÄτ│ƒτâº2.5L,0.0,0.0,0.0,4.0
Σ╕£Θ╣Åτë╣ΘÑ«τô╢Φúà,0.0,0.0,0.0,16.0
Σ╕£Θ╣Åτë╣ΘÑ«τ╗äσÉêΦúà,0.0,0.0,0.0,8.0
Σ╕£Θ╣Åτë╣ΘÑ«τ╜ÉΦúà,0.0,0.0,0.0,31.0
Σ╕£Θ╣Åτö▒µƒæµƒáµ¬¼Φî╢,0.0,0.0,0.0,9.0
Σ╕£σÅñµ╡╖Θ▓£Θà▒µ▓╣,0.0,0.0,0.0,8.0
Σ╕£σÅñΘà▒µ▓╣Σ╕ÇσôüΘ▓£,0.0,0.0,0.0,38.0
Σ╕£σÅñΘçæµáçΦÇüµè╜τÄï,0.0,0.0,0.0,2.0
Σ╕£σÅñΘçæµáçΦÜ¥µ▓╣,0.0,0.0,0.0,2.0
Σ╕£σÅñΘçæµáçτöƒµè╜τÄï,0.0,0.0,0.0,3.0
Σ╕£σÅñΘ╗äΦ▒åΘà▒,0.0,0.0,0.0,1.0
Σ╕£σÅñΘ╗äΦ▒åΘà▒750G,0.0,0.0,0.0,35.0
Σ╕£σÅñΘ╗äΦ▒åΘà▒µ▓╣,0.0,0.0,0.0,9.0
Σ╕£σÅñΘ▒╝τöƒσ»┐σÅ╕,0.0,0.0,0.0,3.0
Σ╕£σÅñΘ▓£σæ│ΦÜ¥µ▓╣,0.0,0.0,0.0,1.0
Σ╕£σÅñσæ│µ₧üΘ▓£,0.0,0.0,0.0,5.0
Σ╕£σÅñσçëµïîΘà▒µ▓╣,0.0,0.0,0.0,2.0
Σ╕£σÅñτÖ╜Θåï500ML,0.0,0.0,0.0,16.0
Σ╕£σÅñτë╣τ║ºµ╡╖Θ▓£Θà▒µ▓╣,0.0,0.0,0.0,2.0
Σ╕£σÅñτ║óτâºΘà▒µ▓╣,0.0,0.0,0.0,9.0
Σ╕¥Φò┤µùáτíàσçÇσ▒æµ┤ùσÅæΘ£▓500,0.0,0.0,0.0,1.0
Σ╕¥Φò┤µ╕àµ╢ªσçÇσ▒æµ┤ùσÅæΘ£▓500,0.0,0.0,0.0,2.0
Σ╕¥Φò┤µ╖▒σ▒éΣ┐«µèñµ┤ùσÅæΘ£▓500,0.0,0.0,0.0,2.0
Σ╕¥Φò┤µ░┤µ╢ªΘí║µ╗æµ┤ùσÅæΘ£▓500,0.0,0.0,0.0,2.0
Σ╕ÇΣ╕¬µƒáµ¬¼Φî╢ΘÑ«µûÖ,0.0,0.0,0.0,6.0
Σ╕ÇσôüΦïÅΘ╗ä,0.0,0.0,0.0,11.0
Σ╕ÑΘÇëτëºσ£║τë¢Σ╣│950ml,0.0,0.0,0.0,13.0
Σ╕ÑΘÇëτëºσ£║τë¢σÑ╢950ml,0.0,0.0,0.0,4.0
Σ╕âµÿƒ∩╝êµÖ╢ΘÇë∩╝ë,0.0,0.0,0.0,1.0
Σ╕âµÿƒ∩╝êΘúÄΦô¥∩╝ë,0.0,0.0,0.0,1.0
Σ╕âσî╣τï╝∩╝êΘçæτáûΣ╕¡µö»∩╝ë,0.0,0.0,0.0,2.0
Σ╕âσî╣τï╝∩╝êΘöïΦèÆ∩╝ë,0.0,0.0,0.0,2.0
Σ╕âσî╣τï╝∩╝êΣ╣ÿΘúÄσÉ»Φê¬∩╝ë,0.0,0.0,0.0,1.0
Σ╕âσî╣τï╝∩╝êΦô¥∩╝ë,0.0,0.0,0.0,1.0
Σ╕âσî╣τï╝∩╝êΦ╜»τü░∩╝ë,0.0,0.0,0.0,2.0
Σ╕âσî╣τï╝∩╝êΦ▒¬µâà∩╝ë,0.0,0.0,0.0,3.0
Σ╕âσî╣τï╝∩╝êτÖ╜∩╝ë,0.0,0.0,0.0,2.0
Σ╕âσî╣τï╝∩╝êτ║»τ┐á∩╝ë,0.0,0.0,0.0,1.0
Σ╕âσî╣τï╝∩╝êτ║ó∩╝ë,0.0,0.0,0.0,4.0
Σ╕âσû£τ╗äσÉêΦúà,0.0,0.0,0.0,25.0
Σ╕çσ«¥Φ╖»∩╝êΦ╜»Θçæ3.0∩╝ë,0.0,0.0,0.0,2.0
Σ╕çσ«¥Φ╖»∩╝êΦ╜»τ║ó2.0∩╝ë,0.0,0.0,0.0,4.0
Σ╕çσ«¥Φ╖»∩╝êτí¼Θçæ3.0∩╝ë,0.0,0.0,0.0,2.0
Σ╕çσ«¥Φ╖»∩╝êτí¼σå░τê╡∩╝ë,0.0,0.0,0.0,2.0
Σ╕çσ«¥Φ╖»∩╝êτí¼τ║ó2.0∩╝ë,0.0,0.0,0.0,2.0
Σ╕çσ«¥Φ╖»∩╝êτí¼τ║ó∩╝ë,0.0,0.0,0.0,2.0
Σ╕èµ╡╖ΘúÄσæ│τÖ╜Θåï,0.0,0.0,0.0,16.0
Σ╕èµ╡╖τÖ╜Θåï,0.0,0.0,0.0,3.0
Σ╕èσÑ╜Σ╜│σñºµ╣ûµÿÄµ£ùµ₧£µ▒ü,0.0,0.0,0.0,21.0
Σ╕ëµ¥»ΘªÖ,0.0,0.0,0.0,2.0
Σ╕ëµ▒ƒΦ┤¡τë⌐ΦÇüσîùΣ║¼Σ║îΘöàσñ┤52σ║ª5L,0.0,0.0,0.0,1.0
Σ╕ëµ▓Ö∩╝êτ╗åµö»∩╝ë,0.0,0.0,0.0,2.0
Σ╕ëΘ₧¡ΘàÆ,0.0,0.0,0.0,4.0
Σ╕ëΣ╗╢Φ┤¡τë⌐ΘÖêσ╣┤τ│ƒτâºτÖ╜ΘàÆ50σ║ª2.5L,0.0,0.0,0.0,2.0
Σ╕ëσ│í∩╝êMX10∩╝ë,0.0,0.0,0.0,1.0
Σ╕ëσ╛ùσê⌐µ▓üµƒáµ░┤,0.0,0.0,0.0,2.0
Σ╕ëσ╛ùσê⌐Θ╗æΣ╣îΘ╛ÖΦî╢,0.0,0.0,0.0,4.0
Σ╕ëσ╛ùσê⌐Σ╕ñµ╝╛ΦÉâτ╗┐Φî╢,0.0,0.0,0.0,2.0
Σ╕ëσ╛ùσê⌐Σ╣îΘ╛ÖΦî╢,0.0,0.0,0.0,18.0
Σ╕ëσ╛ùσê⌐Φ╢àτê╜τ«▒Φúà,0.0,0.0,0.0,1.0
Σ╕ëσ╛ùσê⌐σê⌐Φ╢úµï┐Θôü,0.0,0.0,0.0,5.0
Σ╕ëσ╛ùσê⌐σê⌐Φ╢úτ╛Äσ╝ÅσÆûσòí,0.0,0.0,0.0,3.0
Σ╕ëσ╛ùσê⌐σòñΘàÆ9σ║ªτ║»τöƒ500_4τë¢σìíτ║╕τ╗äσÉêΦúà,0.0,0.0,0.0,5.0
Σ╕ëσ╛ùσê⌐σòñΘàÆ9σ║ªτ║»τöƒ500_6τë¢σìíτ║╕τ╗äσÉêΦúà,0.0,0.0,0.0,5.0
Σ╕ëσ╛ùσê⌐σòñΘàÆµ╕àτê╜10σ║ª330_6τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,4.0
Σ╕ëσ╛ùσê⌐σòñΘàÆµ╕àτê╜10σ║ª330τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,17.0
Σ╕ëσ╛ùσê⌐σòñΘàÆµ╕àτê╜10σ║ª500τ╜Éσòñ,0.0,0.0,0.0,5.0
Σ╕ëσ╛ùσê⌐σòñΘàÆΦ╢àτ║»7.5σ║ª500τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,3.0
Σ╕ëσ╛ùσê⌐σòñΘàÆσå░σ║ªτë╣Θà┐7.5σ║ª330_6τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,2.0
Σ╕ëσ╛ùσê⌐σòñΘàÆσå░σ║ªτë╣Θà┐7.5σ║ª330τ╜Éσòñ,0.0,0.0,0.0,1.0
Σ╕ëσ╛ùσê⌐σòñΘàÆσå░σ║ªτë╣Θà┐7.5σ║ª330τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,16.0
Σ╕ëσ╛ùσê⌐σòñΘàÆτë╣τê╜7.5σ║ª300_6τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,2.0
Σ╕ëσ╛ùσê⌐σòñΘàÆτë╣τê╜7.5σ║ª300τ╜Éσòñ,0.0,0.0,0.0,7.0
Σ╕ëσ╛ùσê⌐σòñΘàÆτë╣τê╜7.5σ║ª600τô╢Φúà,0.0,0.0,0.0,5.0
Σ╕ûσàâσíæσ░üΦå£,0.0,0.0,0.0,2.0
Σ╕ûσàâσíæσ░üΦå£τ╗äσÉêΦúà,0.0,0.0,0.0,2.0
Σ╕üσ«╢σ«£µÄºµ▓╣µ┤ùΘ¥óσÑ╢120g,0.0,0.0,0.0,1.0
Σ╕üσ«╢σ«£µ╗ïµ╢ªµ┤ùΘ¥óσÑ╢120g,0.0,0.0,0.0,1.0
Σ╕üσ«╢σ«£ΦíÑµ░┤µ┤ùΘ¥óσÑ╢120g,0.0,0.0,0.0,1.0
Σ╕ÿµ»öµ▓ÖµïëΘà▒,0.0,0.0,0.0,2.0
Σ╗èΣ╕ûτ╝ÿ,0.0,0.0,0.0,5.0
Σ╗▓µÖ»ΘªÖΦÅçΘà▒,0.0,0.0,0.0,38.0
Σ╛¥Σ║æτƒ┐µ│ëµ░┤,0.0,0.0,0.0,9.0
Σ╜ÉΘªÖσ¢¡Θ╗äΦ▒åΘà▒,0.0,0.0,0.0,1.0
Σ╜ÉΘªÖσ¢¡Θ╗äΦ▒åΘà▒µ▓╣,0.0,0.0,0.0,1.0
Σ╜ÉΘªÖσ¢¡τåƒΘà▒,0.0,0.0,0.0,2.0
Σ╜│µâáτöƒµª¿µñ░σ¡Éµ▒üτ║óΦ▒åµ▓Öµá╕µíâΦè▒τöƒΘ£▓,0.0,0.0,0.0,2.0
Σ╜│σ╛ùΣ╣Éµƒáµ¬¼σæ│,0.0,0.0,0.0,20.0
Σ╜│σ╛ùΣ╣ÉΦÑ┐µƒÜσæ│,0.0,0.0,0.0,8.0
Σ╜│σ╛ùΣ╣ÉΦô¥ΦÄôσæ│,0.0,0.0,0.0,15.0
Σ╜│σ╛ùΣ╣Éτö£µ⌐Öσæ│,0.0,0.0,0.0,18.0
Σ╝»τê╡σÆûσòí,0.0,0.0,0.0,12.0
Σ╝èΦùñσ¢¡µƒáµ¬¼τ║óΦî╢,0.0,0.0,0.0,3.0
Σ╝èΦùñσ¢¡µ╡ôσæ│Σ╣îΘ╛ÖΦî╢∩╝êµùáτ│û∩╝ë,0.0,0.0,0.0,3.0
Σ╝èΦùñσ¢¡ΘôüΦºéΘƒ│∩╝êµùáτ│û∩╝ë,0.0,0.0,0.0,3.0
Σ╝èΦùñσ¢¡σñºΘ║ªΦî╢∩╝êµùáτ│û∩╝ë,0.0,0.0,0.0,4.0
Σ╝èΦùñσ¢¡τ╗┐Φî╢∩╝êµùáτ│û∩╝ë,0.0,0.0,0.0,4.0
Σ╝èσè¢52σ║ªσìüσ╣┤ΦÇüΘÖêΘàÆ250ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐JoyDayσ╖ºσàïσè¢Φ▒åΘúÄσæ│σÅæΘà╡Σ╣│220g,0.0,0.0,0.0,14.0
Σ╝èσê⌐QQµÿƒΦÉÑσà╗µ₧£µ╡åΦèÆµ₧£τÖ╛ΘªÖµ₧£µíâσæ│100ml_5,0.0,0.0,0.0,2.0
Σ╝èσê⌐QQµÿƒΦÉÑσà╗µ₧£µ╡åΦìëΦÄôµáæΦÄôΦô¥ΦÄô100ml_5,0.0,0.0,0.0,2.0
Σ╝èσê⌐QQµÿƒΦÉÑσà╗µ₧£µ▒üΘà╕σÑ╢ΘÑ«σôüΘªÖΦòëσæ│200ml,0.0,0.0,0.0,7.0
Σ╝èσê⌐QQµÿƒΦÉÑσà╗µ₧£µ▒üΘà╕σÑ╢ΘÑ«σôüΦìëΦÄôσæ│200ml,0.0,0.0,0.0,21.0
Σ╝èσê⌐QQµÿƒΦÉÑσà╗µ₧£µ▒üΘà╕σÑ╢ΘÑ«σôüΦìëΦÄôσæ│200ml∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,2.0
Σ╝èσê⌐QQµÿƒΦÉÑσà╗µ₧£Θà▒Θà╕σÑ╢ΘÑ«σôü100ml_5,0.0,0.0,0.0,1.0
Σ╝èσê⌐QQµÿƒσä┐τ½ÑµêÉΘò┐τë¢σÑ╢σ¥çΦå│σ₧ï125ml,0.0,0.0,0.0,11.0
Σ╝èσê⌐QQµÿƒσä┐τ½ÑµêÉΘò┐τë¢σÑ╢σà¿Φü¬σ₧ï190ml,0.0,0.0,0.0,10.0
Σ╝èσê⌐QQµÿƒσä┐τ½ÑµêÉΘò┐τë¢σÑ╢σüÑσ¢║σ₧ï125ml,0.0,0.0,0.0,10.0
Σ╝èσê⌐µñìΘÇëΘ╗æΦè¥Θ║╗Θ╗æΦ▒åµ╡ôΘªÖΦ▒åΣ╣│250ml,0.0,0.0,0.0,16.0
Σ╝èσê⌐µñìΘÇëΘ╗æΦè¥Θ║╗Θ╗æΦ▒åµ╡ôΘªÖΦ▒åΣ╣│250mlτ«▒Φúà,0.0,0.0,0.0,1.0
Σ╝èσê⌐µñìΘÇëσÄƒσæ│µ╡ôΘªÖΦ▒åΣ╣│315ml,0.0,0.0,0.0,9.0
Σ╝èσê⌐µñìΘÇëσÄƒσæ│µ╡ôΘªÖΦ▒åΣ╣│Φ▒åσÑ╢250ml,0.0,0.0,0.0,9.0
Σ╝èσê⌐µñìΘÇëσÄƒσæ│Φ▒åΣ╣│315ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐µù⌐ΘñÉσÑ╢Θ║ªΘªÖΘ½ÿΘÆÖτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,3.0
